name
Koeleria pyramidata
Koeleria vallesiana
Laburnum anagyroides
Lactuca muralis
Lactuca perennis
Lactuca saligna
Lactuca serriola
Lactuca virosa
Lagarosiphon major
Lamium album
Lamium amplexicaule
Lamium galeobdolon
Lamium hybridum
Lamium maculatum
Lamium purpureum
Laphangium luteoalbum
Lappula squarrosa
Lapsana communis
Laserpitium latifolium
Lathyrus angulatus
Lathyrus aphaca
Lathyrus hirsutus
Lathyrus latifolius
Lathyrus linifolius
Lathyrus niger
Lathyrus nissolia
Lathyrus palustris
Lathyrus pratensis
Lathyrus sphaericus
Lathyrus sylvestris
Leersia oryzoides
Legousia hybrida
Legousia speculum-veneris
Lemna gibba
Lemna minor
Lemna minuta
Lemna trisulca
Leontodon hispidus
Leontodon saxatilis
Leonurus cardiaca
Lepidium campestre
Lepidium densiflorum
Lepidium didymum
Lepidium draba
Lepidium graminifolium
Lepidium heterophyllum
Lepidium latifolium
Lepidium ruderale
Lepidium squamatum
Lepidium virginicum
Leucanthemum vulgare
Libanotis pyrenaica
Ligustrum vulgare
Limodorum abortivum
Limosella aquatica
Linaria arvensis
Linaria pelisseriana
Linaria repens
Linaria supina
Linaria vulgaris
Linum catharticum
Linum leonii
Linum tenuifolium
Linum trigynum
Linum usitatissimum
Lipandra polysperma
Liparis loeselii
Lithospermum officinale
Littorella uniflora
Lobelia urens
Logfia gallica
Logfia minima
Lolium multiflorum
Lolium perenne
Lolium temulentum
Lomelosia argentea
Loncomelos pyrenaicus
Lonicera periclymenum
Lonicera xylosteum
Lotus corniculatus
Lotus glaber
Lotus maritimus
Lotus pedunculatus
Ludwigia grandiflora
Ludwigia palustris
Ludwigia peploides
Luronium natans
Luzula campestris
Luzula congesta
Luzula forsteri
Luzula multiflora
Luzula pilosa
Luzula sylvatica
Lychnis flos-cuculi
Lycium barbarum
Lycopodiella inundata
Lycopodium clavatum
Lycopodium tristachyum
Lycopsis arvensis
Lysimachia foemina
Lysimachia minima
Lysimachia nemorum
Lysimachia nummularia
Lysimachia tenella
Lysimachia vulgaris
Lythrum hyssopifolia
Lythrum portula
Lythrum salicaria
Maianthemum bifolium
Malus sylvestris
Malva alcea
Malva moschata
Malva neglecta
Malva setigera
Malva sylvestris
Marrubium vulgare
Matricaria chamomilla
Matricaria discoidea
Medicago arabica
Medicago lupulina
Medicago minima
Medicago monspeliaca
Medicago orbicularis
Medicago polymorpha
Medicago rigidula
Medicago sativa
Melampyrum arvense
Melica ciliata
Melica nutans
Melica uniflora
Melissa officinalis
Melittis melissophyllum
Mentha aquatica
Mentha arvensis
Mentha pulegium
Mentha suaveolens
Menyanthes trifoliata
Mercurialis annua
Mercurialis perennis
Mibora minima
Micropyrum tenellum
Microthlaspi perfoliatum
Milium effusum
Minuartia hybrida
Minuartia setacea
Minuartia viscosa
Misopates orontium
Moehringia trinervia
Moenchia erecta
Molinia caerulea
Monotropa hypopitys
Montia arvensis
Montia fontana
Muscari comosum
Muscari neglectum
Myosotis arvensis
Myosotis discolor
Myosotis laxa
Myosotis nemorosa
Myosotis ramosissima
Myosotis scorpioides
Myosotis stricta
Myosotis sylvatica
Myosoton aquaticum
Myosurus minimus
Myrica gale
Myriophyllum alterniflorum
Myriophyllum spicatum
Myriophyllum verticillatum
Najas marina
Najas minor
Narcissus pseudonarcissus
Nardus stricta
Nasturtium microphyllum
Nasturtium officinale
Neotinea ustulata
Neottia nidus-avis
Neottia ovata
Neslia paniculata
Nigella arvensis
Noccaea montana
Nuphar lutea
Nymphaea alba
Nymphoides peltata
Odontites jaubertianus
Odontites vernus
Oenanthe aquatica
Oenanthe fistulosa
Oenanthe fluviatilis
Oenanthe lachenalii
Oenanthe peucedanifolia
Oenanthe pimpinelloides
Oenanthe silaifolia
Oenothera biennis
Oenothera glazioviana
Oenothera laciniata
Oenothera parviflora
Onobrychis viciifolia
Ononis natrix
Ononis pusilla
Ononis spinosa
Onopordum acanthium
Ophioglossum azoricum
Ophioglossum vulgatum
Ophrys apifera
Ophrys aranifera
Ophrys fuciflora
Ophrys insectifera
Ophrys virescens
Orchis anthropophora
Orchis mascula
Orchis militaris
Orchis purpurea
Orchis simia
Oreopteris limbosperma
Oreoselinum nigrum
Origanum vulgare
Orlaya grandiflora
Ornithopus perpusillus
Orobanche alba
Orobanche amethystea
Orobanche caryophyllacea
Orobanche gracilis
Orobanche hederae
Orobanche minor
Orobanche picridis
Orobanche rapum-genistae
Orobanche teucrii
Osmunda regalis
Oxalis acetosella
Oxalis corniculata
Oxalis dillenii
Oxalis fontana
Oxybasis glauca
Oxybasis rubra
Panicum capillare
Panicum miliaceum
Papaver argemone
Papaver dubium
Papaver hybridum
Papaver rhoeas
Papaver somniferum
Parietaria judaica
Parnassia palustris
Parthenocissus inserta
Paspalum dilatatum
Pastinaca sativa
Pedicularis palustris
Pedicularis sylvatica
Pentaglottis sempervirens
Persicaria amphibia
Persicaria hydropiper
Persicaria lapathifolia
Persicaria maculosa
Persicaria minor
Persicaria mitis
Petasites hybridus
Petrorhagia prolifera
Peucedanum gallicum
Phalaris arundinacea
Phelipanche arenaria
Phelipanche purpurea
Phleum nodosum
Phleum phleoides
Phleum pratense
Phragmites australis
Physalis alkekengi
Phyteuma orbiculare
Phyteuma spicatum
Phytolacca americana
Picris hieracioides
Pilosella caespitosa
Pilosella lactucella
Pilosella officinarum
Pilosella peleteriana
Pilularia globulifera
Pimpinella major
Pimpinella saxifraga
Pinguicula vulgaris
Plantago coronopus
Plantago lanceolata
Plantago major
Plantago media
Platanthera bifolia
Platanthera chlorantha
Poa annua
Poa bulbosa
Poa chaixii
Poa compressa
Poa infirma
Poa nemoralis
Poa palustris
Poa pratensis
Poa trivialis
Podospermum laciniatum
Polycarpon tetraphyllum
Polycnemum arvense
Polycnemum majus
Polygala amarella
Polygala calcarea
Polygala comosa
Polygala serpyllifolia
Polygala vulgaris
Polygonatum multiflorum
Polygonatum odoratum
Polygonum aviculare
Polygonum bellardii
Polypodium cambricum
Polypodium interjectum
Polypodium vulgare
Polypogon monspeliensis
Polypogon viridis
Polystichum aculeatum
Polystichum setiferum
Populus alba
Populus nigra
Populus tremula
Portulaca oleracea
Potamogeton acutifolius
Potamogeton berchtoldii
Potamogeton coloratus
Potamogeton crispus
Potamogeton friesii
Potamogeton gramineus
Potamogeton lucens
Potamogeton nodosus
Potamogeton obtusifolius
Potamogeton perfoliatus
Potamogeton polygonifolius
Potamogeton pusillus
Potamogeton trichoides
Potentilla anglica
Potentilla erecta
Potentilla indica
Potentilla montana
Potentilla recta
Potentilla reptans
Potentilla sterilis
Potentilla supina
Potentilla verna
Poterium sanguisorba
Primula elatior
Primula veris
Primula vulgaris
Prospero autumnale
Prunella grandiflora
Prunella laciniata
Prunella vulgaris
Prunus avium
Prunus laurocerasus
Prunus mahaleb
Prunus padus
Prunus serotina
Prunus spinosa
Pseudofumaria lutea
Pteridium aquilinum
Pulicaria dysenterica
Pulicaria vulgaris
Pulmonaria longifolia
Pyrola chlorantha
Pyrola minor
Pyrola rotundifolia
Pyrus communis
Quercus petraea
Quercus pubescens
Quercus pyrenaica
Quercus robur
Radiola linoides
Ranunculus acris
Ranunculus aquatilis
Ranunculus arvensis
Ranunculus auricomus
Ranunculus bulbosus
Ranunculus circinatus
Ranunculus flammula
Ranunculus fluitans
Ranunculus gramineus
Ranunculus hederaceus
Ranunculus lingua
Ranunculus nodiflorus
Ranunculus ololeucos
Ranunculus paludosus
Ranunculus parviflorus
Ranunculus peltatus
Ranunculus penicillatus
Ranunculus polyanthemoides
Ranunculus repens
Ranunculus sardous
Ranunculus sceleratus
Ranunculus trichophyllus
Ranunculus tripartitus
Raphanus raphanistrum
Rapistrum rugosum
Reseda alba
Reseda lutea
Reseda luteola
Reseda phyteuma
Reynoutria japonica
Reynoutria sachalinensis
Rhamnus alaternus
Rhamnus cathartica
Rhinanthus alectorolophus
Rhinanthus minor
Rhododendron ponticum
Rhynchospora alba
Rhynchospora fusca
Ribes alpinum
Ribes nigrum
Ribes rubrum
Ribes uva-crispa
Robinia pseudoacacia
Rorippa amphibia
Rorippa austriaca
Rorippa palustris
Rorippa sylvestris
Rosa agrestis
Rosa arvensis
Rosa canina
Rosa micrantha
Rosa rubiginosa
Rosa spinosissima
Rosa stylosa
Rosa tomentosa
Rostraria cristata
Rubia peregrina
Rubus caesius
Rubus fruticosus
Rubus idaeus
Rumex acetosa
Rumex acetosella
Rumex conglomeratus
Rumex crispus
Rumex cristatus
Rumex hydrolapathum
Rumex maritimus
Rumex obtusifolius
Rumex palustris
Rumex patientia
Rumex pulcher
Rumex sanguineus
Rumex thyrsiflorus
Ruscus aculeatus
Sagina apetala
Sagina nodosa
Sagina procumbens
Sagina subulata
Sagittaria sagittifolia
Salix alba
Salix atrocinerea
Salix aurita
Salix caprea
Salix cinerea
Salix fragilis
Salix purpurea
Salix repens
Salix triandra
Salix viminalis
Salvia pratensis
Salvia verbenaca
Sambucus ebulus
Sambucus nigra
Sambucus racemosa
Samolus valerandi
Sanguisorba officinalis
Sanicula europaea
Saponaria officinalis
Saxifraga granulata
Saxifraga tridactylites
Scabiosa columbaria
Scandix pecten-veneris
Schedonorus arundinaceus
Schedonorus giganteus
Schedonorus pratensis
Schoenoplectus supinus
Schoenoplectus tabernaemontani
Schoenoplectus triqueter
Schoenus nigricans
Scilla bifolia
Scirpus sylvaticus
Scleranthus annuus
Scleranthus perennis
Scolymus hispanicus
Scorzonera austriaca
Scorzonera humilis
Scorzoneroides autumnalis
Scrophularia auriculata
Scrophularia nodosa
Scutellaria altissima
Scutellaria columnae
Scutellaria galericulata
Scutellaria minor
Sedum acre
Sedum album
Sedum cepaea
Sedum dasyphyllum
Sedum forsterianum
Sedum hirsutum
Sedum rubens
Sedum rupestre
Sedum sexangulare
Selinum carvifolia
Senecio inaequidens
Senecio ovatus
Senecio sylvaticus
Senecio viscosus
Senecio vulgaris
Serratula tinctoria
Sesamoides purpurascens
Seseli annuum
Seseli montanum
Sesleria caerulea
Setaria italica
Sherardia arvensis
Silaum silaus
Silene baccifera
Silene conica
Silene dioica
Silene gallica
Silene latifolia
Silene noctiflora
Silene nutans
Silene otites
Silene vulgaris
Simethis mattiazzii
Sinapis alba
Sinapis arvensis
Sison amomum
Sison segetum
Sisymbrella aspera
Sisymbrium altissimum
Sisymbrium irio
Sisymbrium loeselii
Sisymbrium officinale
Sisymbrium orientale
Sium latifolium
Solanum dulcamara
Solanum lycopersicum
Solanum nigrum
Solanum physalifolium
Solidago canadensis
Solidago gigantea
Solidago virgaurea
Sonchus arvensis
Sonchus asper
Sonchus oleraceus
Sonchus palustris
Sorbus aria
Sorbus aucuparia
Sorbus domestica
Sorbus latifolia
Sorbus remensis
Sorbus torminalis
Sparganium emersum
Sparganium erectum
Sparganium natans
Spergula arvensis
Spergula morisonii
Spergula pentandra
Spergula rubra
Spergula segetalis
Spiranthes aestivalis
Spiranthes spiralis
